owner	score	last_activity_date	creation_date	post_type	post_id	link	last_edit_date
{'reputation': 633, 'user_id': 5468958, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/6e139a4de72b428286580413e3d40b6e?s=128&d=identicon&r=PG&f=1', 'display_name': 'tabia', 'link': 'https://stackoverflow.com/users/5468958/tabia'}	0	1495379280	1495377899	question	44098190	https://stackoverflow.com/q/44098190	1495379110.0
{'reputation': 421, 'user_id': 7965040, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/66ae09924989396748fb3df39a499355?s=128&d=identicon&r=PG&f=1', 'display_name': 'prog', 'link': 'https://stackoverflow.com/users/7965040/prog'}	0	1495375969	1495374750	question	44097690	https://stackoverflow.com/q/44097690	
{'reputation': 501, 'user_id': 7671482, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/04f3ab549892142cb4fb9bf1af7c748f?s=128&d=identicon&r=PG&f=1', 'display_name': 'Lion Smith', 'link': 'https://stackoverflow.com/users/7671482/lion-smith'}	0	1495189636	1495188740	question	44067302	https://stackoverflow.com/q/44067302	
{'reputation': 67, 'user_id': 5636855, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://graph.facebook.com/926943367384260/picture?type=large', 'display_name': 'Lasha Palelashvili', 'link': 'https://stackoverflow.com/users/5636855/lasha-palelashvili'}	0	1495129760	1495127548	question	44054074	https://stackoverflow.com/q/44054074	
{'reputation': 21, 'user_id': 7957139, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb34908614c8188da0c3319ce803fbbd?s=128&d=identicon&r=PG&f=1', 'display_name': 'andruw oei', 'link': 'https://stackoverflow.com/users/7957139/andruw-oei'}	1	1495047326	1495047326	question	44032787	https://stackoverflow.com/q/44032787	
{'reputation': 428, 'user_id': 6323464, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/QuFjQ.jpg?s=128&g=1', 'display_name': 'Rajasimman', 'link': 'https://stackoverflow.com/users/6323464/rajasimman'}	2	1495010739	1495008229	question	44018954	https://stackoverflow.com/q/44018954	1495010739.0
{'reputation': 688, 'user_id': 7127733, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d66560a0b68c370723e68512371bbc97?s=128&d=identicon&r=PG&f=1', 'display_name': 'Amit Gaud', 'link': 'https://stackoverflow.com/users/7127733/amit-gaud'}	0	1494935187	1494927089	question	43997599	https://stackoverflow.com/q/43997599	1494932570.0
{'reputation': 11, 'user_id': 8008498, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ixXYikYMTMs/AAAAAAAAAAI/AAAAAAAAmVY/o-iME3VwZUc/photo.jpg?sz=128', 'display_name': 'Mauro Sebasti&#225;n Ferraresi', 'link': 'https://stackoverflow.com/users/8008498/mauro-sebasti%c3%a1n-ferraresi'}	1	1494717796	1494716827	question	43958813	https://stackoverflow.com/q/43958813	1494717796.0
{'reputation': 55, 'user_id': 7748022, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/--syMj1YODoA/AAAAAAAAAAI/AAAAAAAAAUE/UZZGignd0k0/photo.jpg?sz=128', 'display_name': 'David Mozart Andraws', 'link': 'https://stackoverflow.com/users/7748022/david-mozart-andraws'}	5	1494702116	1494608010	question	43942859	https://stackoverflow.com/q/43942859	1494695104.0
{'reputation': 171, 'user_id': 5414111, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://graph.facebook.com/10153567853027088/picture?type=large', 'display_name': 'Gregor Stopar', 'link': 'https://stackoverflow.com/users/5414111/gregor-stopar'}	1	1494617932	1465554608	question	37745960	https://stackoverflow.com/q/37745960	1494617932.0
{'reputation': 49, 'user_id': 6243955, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://lh5.googleusercontent.com/-NvMG4UCUaDo/AAAAAAAAAAI/AAAAAAAAADY/n3U4n36iHZM/photo.jpg?sz=128', 'display_name': 'Martins Revolterd', 'link': 'https://stackoverflow.com/users/6243955/martins-revolterd'}	1	1494290614	1494287401	question	43858910	https://stackoverflow.com/q/43858910	1494290446.0
{'reputation': 826, 'user_id': 6576691, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/1fb837a42fbe8ff3c26aa1ae50963081?s=128&d=identicon&r=PG&f=1', 'display_name': 'Naltroc', 'link': 'https://stackoverflow.com/users/6576691/naltroc'}	0	1494200487	1493948637	question	43795206	https://stackoverflow.com/q/43795206	1494200487.0
{'reputation': 37, 'user_id': 7851639, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/285cbe2d7b03b66e2a3e9ed5a8340e87?s=128&d=identicon&r=PG&f=1', 'display_name': 'Aze Ronquillo', 'link': 'https://stackoverflow.com/users/7851639/aze-ronquillo'}	0	1494085765	1494083218	question	43821986	https://stackoverflow.com/q/43821986	1494085765.0
{'reputation': 44, 'user_id': 7423021, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/Dqn7l.jpg?s=128&g=1', 'display_name': 'Calvin', 'link': 'https://stackoverflow.com/users/7423021/calvin'}	-1	1494026427	1493949777	question	43795339	https://stackoverflow.com/q/43795339	
{'reputation': 15, 'user_id': 3043710, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fJ71o.png?s=128&g=1', 'display_name': 'PanCave', 'link': 'https://stackoverflow.com/users/3043710/pancave'}	0	1494010488	1494006326	question	43810960	https://stackoverflow.com/q/43810960	1494010488.0
{'reputation': 13, 'user_id': 7962581, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da3d2d57bcd26b52f1b43b27de4928d7?s=128&d=identicon&r=PG&f=1', 'display_name': 'TesteAmaroPT', 'link': 'https://stackoverflow.com/users/7962581/testeamaropt'}	1	1493895047	1493894496	question	43780636	https://stackoverflow.com/q/43780636	
{'reputation': 3, 'user_id': 6843221, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://graph.facebook.com/1794487197474406/picture?type=large', 'display_name': 'Jay Bro', 'link': 'https://stackoverflow.com/users/6843221/jay-bro'}	0	1493846796	1493404579	question	43686835	https://stackoverflow.com/q/43686835	1493846796.0
{'reputation': 74, 'user_id': 2093848, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8d199b7b65ac9c0c551e0605dc69f960?s=128&d=identicon&r=PG', 'display_name': 'alex', 'link': 'https://stackoverflow.com/users/2093848/alex'}	0	1493840197	1493806346	question	43757150	https://stackoverflow.com/q/43757150	1493840197.0
{'reputation': 23, 'user_id': 7936212, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-dpAMZTMV94E/AAAAAAAAAAI/AAAAAAAAAKg/ZDg7NBiuMTk/photo.jpg?sz=128', 'display_name': 'PaumaDregis', 'link': 'https://stackoverflow.com/users/7936212/paumadregis'}	0	1493645471	1493642820	question	43719318	https://stackoverflow.com/q/43719318	
nan	1	1493470205	1493276689	question	43650818	https://stackoverflow.com/q/43650818	1493470205.0
nan	0	1493454692	1493451322	question	43693059	https://stackoverflow.com/q/43693059	1493454692.0
{'reputation': 647, 'user_id': 2572007, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/tUJz8.jpg?s=128&g=1', 'display_name': 'Caramba', 'link': 'https://stackoverflow.com/users/2572007/caramba'}	0	1493390644	1381170182	question	19231903	https://stackoverflow.com/q/19231903	1493390644.0
{'reputation': 232, 'user_id': 6787580, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/99ad76574ce52b07950c3a6cdcc7d0df?s=128&d=identicon&r=PG&f=1', 'display_name': 'Hil', 'link': 'https://stackoverflow.com/users/6787580/hil'}	0	1493364983	1493363835	question	43674262	https://stackoverflow.com/q/43674262	
{'reputation': 115, 'user_id': 7192587, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/a3a788e3297775b0abf84d3f4d1ca47d?s=128&d=identicon&r=PG&f=1', 'display_name': 'Kiss Me', 'link': 'https://stackoverflow.com/users/7192587/kiss-me'}	0	1493356490	1493349555	question	43671412	https://stackoverflow.com/q/43671412	1493351438.0
{'reputation': 25, 'user_id': 7727773, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/4JMU0.jpg?s=128&g=1', 'display_name': 'Jaidan Brown', 'link': 'https://stackoverflow.com/users/7727773/jaidan-brown'}	1	1493310935	1493310756	question	43663360	https://stackoverflow.com/q/43663360	
{'reputation': 43, 'user_id': 7925981, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://graph.facebook.com/1393592374012615/picture?type=large', 'display_name': 'Nosperato', 'link': 'https://stackoverflow.com/users/7925981/nosperato'}	2	1493218943	1493216095	question	43636746	https://stackoverflow.com/q/43636746	
{'reputation': 53, 'user_id': 5499371, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://graph.facebook.com/533477663475012/picture?type=large', 'display_name': 'Tarek Alabbar', 'link': 'https://stackoverflow.com/users/5499371/tarek-alabbar'}	0	1493196494	1493127040	question	43612116	https://stackoverflow.com/q/43612116	
{'reputation': 23, 'user_id': 7919522, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1405914736098226/picture?type=large', 'display_name': 'Alex Acquier', 'link': 'https://stackoverflow.com/users/7919522/alex-acquier'}	-1	1493127921	1493126526	question	43611913	https://stackoverflow.com/q/43611913	1493126575.0
{'reputation': 867, 'user_id': 2906013, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://graph.facebook.com/740411100/picture?type=large', 'display_name': 'Andrew Larsen', 'link': 'https://stackoverflow.com/users/2906013/andrew-larsen'}	1	1493116457	1493113909	question	43607283	https://stackoverflow.com/q/43607283	1493114460.0
{'reputation': 605, 'user_id': 4172765, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/10b586f5dd0d04b071bac89fa5a777b1?s=128&d=identicon&r=PG&f=1', 'display_name': 'nistelrooy41001662', 'link': 'https://stackoverflow.com/users/4172765/nistelrooy41001662'}	1	1493090045	1493090045	question	43600955	https://stackoverflow.com/q/43600955	
nan	0	1493036043	1493036043	question	43587813	https://stackoverflow.com/q/43587813	
{'reputation': 25, 'user_id': 7784651, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/cd05b698c96d5bfbad638e7390adf36a?s=128&d=identicon&r=PG&f=1', 'display_name': 'Rimsha Miraj', 'link': 'https://stackoverflow.com/users/7784651/rimsha-miraj'}	0	1492761536	1492760029	question	43536619	https://stackoverflow.com/q/43536619	1492760789.0
{'reputation': 93, 'user_id': 6907396, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/b239032db94d93d9d7c8e357d28594ed?s=128&d=identicon&r=PG&f=1', 'display_name': 'Syed Muhammad Iftikhar', 'link': 'https://stackoverflow.com/users/6907396/syed-muhammad-iftikhar'}	0	1492653815	1492573583	question	43485985	https://stackoverflow.com/q/43485985	
{'reputation': 291, 'user_id': 7831719, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/d626d5d04ef5ea3ceeffe775a2a90934?s=128&d=identicon&r=PG&f=1', 'display_name': 'Newwt', 'link': 'https://stackoverflow.com/users/7831719/newwt'}	0	1492505228	1492503355	question	43467038	https://stackoverflow.com/q/43467038	1492503746.0
{'reputation': 93, 'user_id': 6907396, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/b239032db94d93d9d7c8e357d28594ed?s=128&d=identicon&r=PG&f=1', 'display_name': 'Syed Muhammad Iftikhar', 'link': 'https://stackoverflow.com/users/6907396/syed-muhammad-iftikhar'}	0	1492439175	1492438256	question	43453156	https://stackoverflow.com/q/43453156	1492438904.0
{'reputation': 39, 'user_id': 7878053, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/5489bcb3dd5da16eddb731eebcf82196?s=128&d=identicon&r=PG&f=1', 'display_name': 'GoldenEgg25', 'link': 'https://stackoverflow.com/users/7878053/goldenegg25'}	1	1492425018	1492424317	question	43449539	https://stackoverflow.com/q/43449539	
{'reputation': 170, 'user_id': 6629519, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/10205429940501634/picture?type=large', 'display_name': 'Sudeep Sagar', 'link': 'https://stackoverflow.com/users/6629519/sudeep-sagar'}	0	1492355089	1486116364	question	42021666	https://stackoverflow.com/q/42021666	1492355089.0
{'reputation': 3, 'user_id': 7722712, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/5bd4192b9f0044c2baab185359f75ad4?s=128&d=identicon&r=PG&f=1', 'display_name': 'user7722712', 'link': 'https://stackoverflow.com/users/7722712/user7722712'}	0	1492266836	1492266105	question	43427169	https://stackoverflow.com/q/43427169	1492266511.0
nan	1	1492182764	1492182401	question	43414229	https://stackoverflow.com/q/43414229	
nan	-1	1492177866	1492176023	question	43412394	https://stackoverflow.com/q/43412394	1492177034.0
nan	-1	1492177684	1492171058	question	43411073	https://stackoverflow.com/q/43411073	1492174775.0
{'reputation': 9, 'user_id': 3363305, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b6ecd6a6ab0958e5e828c53187c8103?s=128&d=identicon&r=PG&f=1', 'display_name': 'user3363305', 'link': 'https://stackoverflow.com/users/3363305/user3363305'}	0	1492061295	1492061295	question	43384191	https://stackoverflow.com/q/43384191	
{'reputation': 13, 'user_id': 7535133, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://graph.facebook.com/1375179045836609/picture?type=large', 'display_name': 'Niclas Resse', 'link': 'https://stackoverflow.com/users/7535133/niclas-resse'}	0	1492003036	1492001483	question	43370084	https://stackoverflow.com/q/43370084	1492002175.0
{'reputation': 135, 'user_id': 6760485, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/OMnbG.jpg?s=128&g=1', 'display_name': 'FalseScience', 'link': 'https://stackoverflow.com/users/6760485/falsescience'}	-1	1491907726	1491897956	question	43340149	https://stackoverflow.com/q/43340149	1491898795.0
{'reputation': 53, 'user_id': 5780611, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/2f9448e3a5decd6df507537fdb125152?s=128&d=identicon&r=PG&f=1', 'display_name': 'M.Khalaf', 'link': 'https://stackoverflow.com/users/5780611/m-khalaf'}	0	1491851217	1491849853	question	43330701	https://stackoverflow.com/q/43330701	1491851217.0
{'reputation': 7151, 'user_id': 2218253, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/fyeY9.png?s=128&g=1', 'display_name': 'wuno', 'link': 'https://stackoverflow.com/users/2218253/wuno'}	1	1491714140	1491709814	question	43302820	https://stackoverflow.com/q/43302820	1491714140.0
{'reputation': 173, 'user_id': 5361578, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/10b4d6032ae519133f6b8a926a5389bf?s=128&d=identicon&r=PG&f=1', 'display_name': 'Kevin S', 'link': 'https://stackoverflow.com/users/5361578/kevin-s'}	1	1491710012	1491693826	question	43301392	https://stackoverflow.com/q/43301392	1491709358.0
{'reputation': 5, 'user_id': 7804470, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a384f46aa62a41f5af3235d9aeb8c93?s=128&d=identicon&r=PG&f=1', 'display_name': 'Peter Anthony Duot', 'link': 'https://stackoverflow.com/users/7804470/peter-anthony-duot'}	0	1491657270	1491656183	question	43294373	https://stackoverflow.com/q/43294373	1491656801.0
{'reputation': 2285, 'user_id': 5855723, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0202c7717d3aff3913e942aa03fe1b3a?s=128&d=identicon&r=PG&f=1', 'display_name': 'Sid', 'link': 'https://stackoverflow.com/users/5855723/sid'}	0	1491545278	1491542968	question	43270326	https://stackoverflow.com/q/43270326	
{'reputation': 379, 'user_id': 4274031, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://graph.facebook.com/100001037494603/picture?type=large', 'display_name': 'Senne Vandenputte', 'link': 'https://stackoverflow.com/users/4274031/senne-vandenputte'}	0	1491522403	1462131308	question	36971047	https://stackoverflow.com/q/36971047	1491522403.0
{'reputation': 358, 'user_id': 5076153, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/ced3aecfb433928ab4ae9a73365be71e?s=128&d=identicon&r=PG&f=1', 'display_name': 'Barcode', 'link': 'https://stackoverflow.com/users/5076153/barcode'}	-1	1491486598	1491336824	question	43216841	https://stackoverflow.com/q/43216841	
{'reputation': 1, 'user_id': 6223843, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e32713022e96af061863f5471604b1c9?s=128&d=identicon&r=PG&f=1', 'display_name': 'Munkey102', 'link': 'https://stackoverflow.com/users/6223843/munkey102'}	0	1491482925	1491482925	question	43255705	https://stackoverflow.com/q/43255705	
{'reputation': 2285, 'user_id': 5855723, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0202c7717d3aff3913e942aa03fe1b3a?s=128&d=identicon&r=PG&f=1', 'display_name': 'Sid', 'link': 'https://stackoverflow.com/users/5855723/sid'}	2	1491477487	1491474921	question	43252702	https://stackoverflow.com/q/43252702	1491477487.0
{'reputation': 421, 'user_id': 6227095, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/HAH6M.png?s=128&g=1', 'display_name': 'toto1911', 'link': 'https://stackoverflow.com/users/6227095/toto1911'}	-1	1491468828	1491466564	question	43249507	https://stackoverflow.com/q/43249507	
{'reputation': 74, 'user_id': 7798225, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/cd997698b7cc33d23ecf478913e89274?s=128&d=identicon&r=PG&f=1', 'display_name': 'Sindhu', 'link': 'https://stackoverflow.com/users/7798225/sindhu'}	0	1491251160	1490971377	question	43143478	https://stackoverflow.com/q/43143478	1491001875.0
{'reputation': 111, 'user_id': 1993983, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/e08d19f57a8257fa7409e2ca5e0798bf?s=128&d=identicon&r=PG', 'display_name': 'Andr&#233; Alvarez', 'link': 'https://stackoverflow.com/users/1993983/andr%c3%a9-alvarez'}	1	1491131722	1373965959	question	17672461	https://stackoverflow.com/q/17672461	
{'reputation': 99, 'user_id': 4473014, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://graph.facebook.com/681733572/picture?type=large', 'display_name': 'Yuval Haran', 'link': 'https://stackoverflow.com/users/4473014/yuval-haran'}	0	1491120785	1491117848	question	43165713	https://stackoverflow.com/q/43165713	
nan	1	1491116190	1491113717	question	43165200	https://stackoverflow.com/q/43165200	1491114320.0
{'reputation': 563, 'user_id': 2309473, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/drJCC.jpg?s=128&g=1', 'display_name': 'Daniel Soublett', 'link': 'https://stackoverflow.com/users/2309473/daniel-soublett'}	0	1490987428	1490987428	question	43148024	https://stackoverflow.com/q/43148024	
nan	-1	1490982423	1490980514	question	43146295	https://stackoverflow.com/q/43146295	
{'reputation': 21, 'user_id': 6719577, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/20a3b523ce37d8a2541f90b24be7df4a?s=128&d=identicon&r=PG&f=1', 'display_name': 'Farooq', 'link': 'https://stackoverflow.com/users/6719577/farooq'}	0	1490871915	1490204091	question	42958869	https://stackoverflow.com/q/42958869	1490871915.0
{'reputation': 103, 'user_id': 7409253, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/12cc3a1dea109eb1ad8d39ffe9655ee1?s=128&d=identicon&r=PG&f=1', 'display_name': 'user7409253', 'link': 'https://stackoverflow.com/users/7409253/user7409253'}	0	1490870703	1490869865	question	43115242	https://stackoverflow.com/q/43115242	
{'reputation': 25, 'user_id': 7727773, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/4JMU0.jpg?s=128&g=1', 'display_name': 'Jaidan Brown', 'link': 'https://stackoverflow.com/users/7727773/jaidan-brown'}	0	1490868632	1490863680	question	43112821	https://stackoverflow.com/q/43112821	
{'reputation': 21, 'user_id': 3997097, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4150ad63be934969e838991dba4046a?s=128&d=identicon&r=PG&f=1', 'display_name': 'Влад Г _ Vlad G', 'link': 'https://stackoverflow.com/users/3997097/%d0%92%d0%bb%d0%b0%d0%b4-%d0%93-vlad-g'}	0	1490867017	1410894875	question	25876687	https://stackoverflow.com/q/25876687	
{'reputation': 50, 'user_id': 734371, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/c048aa30f08edf796187b39a30252a4c?s=128&d=identicon&r=PG', 'display_name': 'skull_king', 'link': 'https://stackoverflow.com/users/734371/skull-king'}	0	1490852411	1490852411	question	43109413	https://stackoverflow.com/q/43109413	
{'reputation': 199, 'user_id': 3482570, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/6ff832e804a8ddb53bcc2df1ee8e5e2b?s=128&d=identicon&r=PG', 'display_name': 'Muhammad Umar', 'link': 'https://stackoverflow.com/users/3482570/muhammad-umar'}	0	1490820723	1444527407	question	33060719	https://stackoverflow.com/q/33060719	1444528527.0
nan	-2	1490785378	1490785088	question	43091599	https://stackoverflow.com/q/43091599	
{'reputation': 2172, 'user_id': 2838500, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/4c270bd0c3a2eacaf5b923d6a01cd2c1?s=128&d=identicon&r=PG&f=1', 'display_name': 'Xavi', 'link': 'https://stackoverflow.com/users/2838500/xavi'}	0	1490643922	1381310846	question	19268036	https://stackoverflow.com/q/19268036	1490643922.0
{'reputation': 3543, 'user_id': 2102389, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/0339babf64d57456486611e63811231f?s=128&d=identicon&r=PG', 'display_name': 'tony9099', 'link': 'https://stackoverflow.com/users/2102389/tony9099'}	0	1490608617	1490608033	question	43043086	https://stackoverflow.com/q/43043086	1490608180.0
{'reputation': 134, 'user_id': 4817557, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://lh6.googleusercontent.com/-GWAmBOzeWOU/AAAAAAAAAAI/AAAAAAAAABM/ZsGFMNYbtWs/photo.jpg?sz=128', 'display_name': 'Thalinda Bandara', 'link': 'https://stackoverflow.com/users/4817557/thalinda-bandara'}	1	1490444094	1490443432	question	43016091	https://stackoverflow.com/q/43016091	1490443661.0
{'reputation': 1, 'user_id': 6482130, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81db2c026820e1e5b7da674304eceab4?s=128&d=identicon&r=PG&f=1', 'display_name': 'Rahul Sharma', 'link': 'https://stackoverflow.com/users/6482130/rahul-sharma'}	0	1490440043	1466326400	question	37905493	https://stackoverflow.com/q/37905493	
{'reputation': 157, 'user_id': 7735177, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/fde76629bbb847270ec92d2ab8da0d08?s=128&d=identicon&r=PG&f=1', 'display_name': 'Umair Gul', 'link': 'https://stackoverflow.com/users/7735177/umair-gul'}	0	1490439193	1489954658	question	42891749	https://stackoverflow.com/q/42891749	1490439193.0
{'reputation': 477, 'user_id': 6845052, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/bfe9b15645b52b13c303771caad6b820?s=128&d=identicon&r=PG&f=1', 'display_name': 'doflamingo', 'link': 'https://stackoverflow.com/users/6845052/doflamingo'}	1	1490338603	1486899315	question	42187080	https://stackoverflow.com/q/42187080	1490338603.0
{'reputation': 477, 'user_id': 6845052, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/bfe9b15645b52b13c303771caad6b820?s=128&d=identicon&r=PG&f=1', 'display_name': 'doflamingo', 'link': 'https://stackoverflow.com/users/6845052/doflamingo'}	1	1490338533	1486265834	question	42048276	https://stackoverflow.com/q/42048276	1490338533.0
{'reputation': 51, 'user_id': 2817437, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/b739fe40facbe9f5d45306c6edacb7c9?s=128&d=identicon&r=PG&f=1', 'display_name': 'user2817437', 'link': 'https://stackoverflow.com/users/2817437/user2817437'}	-1	1490333480	1490327338	question	42991072	https://stackoverflow.com/q/42991072	
{'reputation': 149, 'user_id': 6357057, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/a0320816e0566f6c49d885db4e40d089?s=128&d=identicon&r=PG&f=1', 'display_name': 'Pete', 'link': 'https://stackoverflow.com/users/6357057/pete'}	0	1490260884	1490256655	question	42970437	https://stackoverflow.com/q/42970437	
{'reputation': 197, 'user_id': 6231968, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/6937b3fc2c8785ef7f51798612d2abee?s=128&d=identicon&r=PG&f=1', 'display_name': 'Karol', 'link': 'https://stackoverflow.com/users/6231968/karol'}	0	1490078491	1490025759	question	42908384	https://stackoverflow.com/q/42908384	
{'reputation': 125, 'user_id': 7501200, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/afcc5cc8ef156665356050a88aa88faf?s=128&d=identicon&r=PG&f=1', 'display_name': 'GeorgeDopeG', 'link': 'https://stackoverflow.com/users/7501200/georgedopeg'}	0	1489950280	1489938517	question	42888635	https://stackoverflow.com/q/42888635	
{'reputation': 93, 'user_id': 7100486, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/0e9b82bba1fa4455f5e881239ba0e448?s=128&d=identicon&r=PG&f=1', 'display_name': 'EZ SERVICES', 'link': 'https://stackoverflow.com/users/7100486/ez-services'}	0	1489937504	1489936590	question	42888273	https://stackoverflow.com/q/42888273	
nan	0	1489902099	1489901028	question	42883205	https://stackoverflow.com/q/42883205	1489901341.0
{'reputation': 35, 'user_id': 5329750, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/v7r7o.jpg?s=128&g=1', 'display_name': 'montreal', 'link': 'https://stackoverflow.com/users/5329750/montreal'}	0	1489796179	1489771466	question	42863703	https://stackoverflow.com/q/42863703	1489796179.0
{'reputation': 47, 'user_id': 7274626, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gA4pCBut1Vc/AAAAAAAAAAI/AAAAAAAAABQ/U5an1gHlZWE/photo.jpg?sz=128', 'display_name': 'Hasan Rony', 'link': 'https://stackoverflow.com/users/7274626/hasan-rony'}	0	1489787398	1489785822	question	42867327	https://stackoverflow.com/q/42867327	1489787398.0
{'reputation': 704, 'user_id': 294465, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://graph.facebook.com/752801030/picture?type=large', 'display_name': 'D3VELOPER', 'link': 'https://stackoverflow.com/users/294465/d3veloper'}	0	1489787316	1489786298	question	42867414	https://stackoverflow.com/q/42867414	1489786725.0
